Keyword,Area,Universitas Terdekat,Nama,Alamat,Rating,Telepon,Website,Link,Latitude,Longitude
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,"Kost Griya Cisitu Indah Blok A, khusus muslimah","Jl. Cisitu Indah 2 No.15, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0812-2138-475,,"https://www.google.com/maps/place/Kost+Griya+Cisitu+Indah+Blok+A,+khusus+muslimah/data=!4m7!3m6!1s0x2e68e75c5d82eb2d:0xff0435a7423b8632!8m2!3d-6.8765711!4d107.6119889!16s%2Fg%2F11s5ghzs_g!19sChIJLeuCXVznaC4RMoY7Qqc1BP8?authuser=0&hl=id&rclk=1",,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Biru,"Jl. Cisitu Lama No.30 160C, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0831-1641-6485,,https://www.google.com/maps/place/Kost+Biru/data=!4m7!3m6!1s0x2e68e73bfd79caff:0x5c2ec48be751167b!8m2!3d-6.8786805!4d107.6111165!16s%2Fg%2F11s5z8y0zq!19sChIJ_8p5_TvnaC4RexZR54vELlw?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Cisitu,ITB Ganesha,Kost Putri Dekat Asrama ITB,"Jl. Cisitu Lama IX No.25, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0818-131-273,,https://www.google.com/maps/place/Kost+Putri+Dekat+Asrama+ITB/data=!4m7!3m6!1s0x2e68e7237e340deb:0x7ad3c24f6f85b424!8m2!3d-6.8809841!4d107.6136166!16s%2Fg%2F11fqwpty50!19sChIJ6w00fiPnaC4RJLSFb0_C03o?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Seroja,"Jln. Cisitu Lama XI No. 9 Rt/Rw: 007/010 Kel: Dago Kec: Coblong, Bandung, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0822-2621-9222,,https://www.google.com/maps/place/Kos+Seroja/data=!4m7!3m6!1s0x2e68e6fb7611b197:0x93f6c9c10c25a7aa!8m2!3d-6.8792248!4d107.614549!16s%2Fg%2F11cnc9zjlr!19sChIJl7ERdvvmaC4RqqclDMHJ9pM?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Cisitu,ITB Ganesha,Kost Putri H. Dedy Cililin 101/154C,"Jl. Cisitu Lama No.101 154c, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0831-3703-3253,,https://www.google.com/maps/place/Kost+Putri+H.+Dedy+Cililin+101%2F154C/data=!4m7!3m6!1s0x2e68e7de17b3f323:0x90309032e8d67641!8m2!3d-6.8827217!4d107.6126216!16s%2Fg%2F11ft631jx6!19sChIJI_OzF97naC4RQXbW6DKQMJA?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost The Loft,"Jl. Cisitu Baru No.60b, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0811-8472-268,,https://www.google.com/maps/place/Kost+The+Loft/data=!4m7!3m6!1s0x2e68e6f90aacb597:0x5a354d63e9b0ba58!8m2!3d-6.8831712!4d107.6127671!16s%2Fg%2F11bwfm798t!19sChIJl7WsCvnmaC4RWLqw6WNNNVo?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Tamansari,ITB Ganesha,Kos Putri Ganesha,"Jl. Pelesiran, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",,0856-9118-4267,,https://www.google.com/maps/place/Kos+Putri+Ganesha/data=!4m7!3m6!1s0x2e68e65ae40bee43:0x22660a5e85f7ef5!8m2!3d-6.8958031!4d107.6071706!16s%2Fg%2F11gc9v_w_1!19sChIJQ-4L5FrmaC4R9X5f6KVgJgI?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Griya Cisitu Dago,"NO WA O&I685OO7O, Jl. Cisitu Indah 2 No.14, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0813-1178-4278,,https://www.google.com/maps/place/Kost+Griya+Cisitu+Dago/data=!4m7!3m6!1s0x2e68e7d68bd294e3:0xb140cbb36480840c!8m2!3d-6.8763647!4d107.6119074!16s%2Fg%2F11h_5xyft4!19sChIJ45TSi9bnaC4RDISAZLPLQLE?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Kanayakan,ITB Ganesha,Kost Putri KANABATIGA (Gerbang Warna Kuning),"Jl. Kanayakan Bawah No.3, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0853-7757-8940,,https://www.google.com/maps/place/Kost+Putri+KANABATIGA+%28Gerbang+Warna+Kuning%29/data=!4m7!3m6!1s0x2e68e6fd98358a8f:0x2593055ef7d63a2a!8m2!3d-6.8794743!4d107.6202542!16s%2Fg%2F11g6bmdz3f!19sChIJj4o1mP3maC4RKjrW914FkyU?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Sekeloa,ITB Ganesha,Kost Bu Gita,"Haur mekar E 11 Coblong Kota Bandung Jawa Bandung, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0878-2973-0269,,https://www.google.com/maps/place/Kost+Bu+Gita/data=!4m7!3m6!1s0x2e68e6535df24997:0xe358c4e89efa31b7!8m2!3d-6.8923709!4d107.620059!16s%2Fg%2F11hdb0y79m!19sChIJl0nyXVPmaC4RtzH6nujEWOM?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,PTS Kost Bandung,"Jl. Cisitu Indah VII No.17, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0812-9280-7055,,https://www.google.com/maps/place/PTS+Kost+Bandung/data=!4m7!3m6!1s0x2e68e74c8712d839:0xaee64b878bc9f155!8m2!3d-6.8747911!4d107.6144972!16s%2Fg%2F11v5b9xk52!19sChIJOdgSh0znaC4RVfHJi4dL5q4?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Bu Neni Cisitu,"Jl. Cisitu Lama No.24 160b, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0852-2253-7234,,https://www.google.com/maps/place/Kost+Bu+Neni+Cisitu/data=!4m7!3m6!1s0x2e68e74e3aa0ab89:0x7ecebf3da0d66cc2!8m2!3d-6.8796034!4d107.6106545!16s%2Fg%2F11ssq8xgvd!19sChIJiaugOk7naC4RwmzWoD2_zn4?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Sangkuriang,ITB Ganesha,Sangkuriang Home Stay,"Jl. Sangkuriang No.11, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0859-1102-44929,,https://www.google.com/maps/place/Sangkuriang+Home+Stay/data=!4m7!3m6!1s0x2e68e6f9e3e8179d:0x440780e59f01504c!8m2!3d-6.883037!4d107.610675!16s%2Fg%2F1pzvrmkp5!19sChIJnRfo4_nmaC4RTFABn-WAB0Q?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Teh Lay,"4J3G+R4R, Jl. Gagak, Kp. Senanggalih, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0813-1260-4625,,https://www.google.com/maps/place/Kost+Teh+Lay/data=!4m7!3m6!1s0x2e68e74ea2a27617:0x2422e30dfd179dd9!8m2!3d-6.8953928!4d107.625277!16s%2Fg%2F11h40x7xj7!19sChIJF3aiok7naC4R2Z0X_Q3jIiQ?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kostan Imah Uyut,"Jl. Gelatik Dalam No.36 151A, RT.1/RW.4, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0857-2131-6611,,https://www.google.com/maps/place/Kostan+Imah+Uyut/data=!4m7!3m6!1s0x2e68e75ceb62e693:0x7691ccac46a93976!8m2!3d-6.8951261!4d107.6218963!16s%2Fg%2F11tdl4017x!19sChIJk-Zi61znaC4RdjmpRqzMkXY?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sekeloa,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Paviliun Ikhwan (Khusus Muslim),"Jl. Sadang Serang No.19, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",,0813-2187-3330,,https://www.google.com/maps/place/Paviliun+Ikhwan+%28Khusus+Muslim%29/data=!4m7!3m6!1s0x2e68e7aaf64954cb:0xec0d628ffd8dba8a!8m2!3d-6.8880294!4d107.6245874!16s%2Fg%2F11g8wg_bgq!19sChIJy1RJ9qrnaC4RirqN_Y9iDew?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Nolla,"4J4G+GCM, Jl. Masjid An'nur No.102, RT.04/RW.19, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0896-7878-5769,,https://www.google.com/maps/place/Kost+Nolla/data=!4m7!3m6!1s0x2e68e78811db0f01:0x77dbcda3592a6f4a!8m2!3d-6.8934094!4d107.6260286!16s%2Fg%2F11gyxjdvv2!19sChIJAQ_bEYjnaC4RSm8qWaPN23c?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sekeloa,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Mocca House (kost putri),"Jl. Sadang Serang No.14, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-mocca-house-tipe-a-coblong-bandung,https://www.google.com/maps/place/Mocca+House+%28kost+putri%29/data=!4m7!3m6!1s0x2e68e7ab8d06cd69:0x39425d0a12a2593b!8m2!3d-6.8911024!4d107.625868!16s%2Fg%2F11c534gbgb!19sChIJac0GjavnaC4RO1miEgpdQjk?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Ibu Solihin,"Jl. Haurmekar No.E9, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,(022) 2507749,,https://www.google.com/maps/place/Kost+Ibu+Solihin/data=!4m7!3m6!1s0x2e68e65368121915:0xd7a5e265577b0885!8m2!3d-6.8925146!4d107.6199652!16s%2Fg%2F11b7c0yb6g!19sChIJFRkSaFPmaC4RhQh7V2Xipdc?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Kostan Ibu Lies Cisitu,"Jl. Cisitu Lama No.1 160C, Dago, Coblong, Bandung City, West Java 40135",,(022) 2510306,,https://www.google.com/maps/place/Kost+Kostan+Ibu+Lies+Cisitu/data=!4m7!3m6!1s0x2e68e71295954343:0xf10331f4ff746e78!8m2!3d-6.8792233!4d107.610964!16s%2Fg%2F11p10hvdcb!19sChIJQ0OVlRLnaC4ReG50__QxA_E?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Cisitu Dago H. Endjang,"Jl. Cisitu Lama 1 No 112B/154C, RT.08/RW.11, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0857-2202-9280,,https://www.google.com/maps/place/Kost+Cisitu+Dago+H.+Endjang/data=!4m7!3m6!1s0x2e68e7c7295878bd:0xbc696fc36d386922!8m2!3d-6.8820603!4d107.6133712!16s%2Fg%2F11st857mmz!19sChIJvXhYKcfnaC4RImk4bcNvabw?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos ibu atikah,"4J5H+HVX, Jl. Cikondang, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0877-8168-6460,,https://www.google.com/maps/place/Kos+ibu+atikah/data=!4m7!3m6!1s0x2e68e70961d473ab:0x682943710cdac899!8m2!3d-6.8910248!4d107.6297284!16s%2Fg%2F11k45tgg_9!19sChIJq3PUYQnnaC4RmcjaDHFDKWg?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Tilil 3,"Jl. Tilil No.3, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0821-2600-3665,,https://www.google.com/maps/place/Kost+Tilil+3/data=!4m7!3m6!1s0x2e68e7fe0168823d:0x4ae0886570f61bec!8m2!3d-6.897827!4d107.6234635!16s%2Fg%2F11qn4y_gwc!19sChIJPYJoAf7naC4R7Bv2cGWI4Eo?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost FIRA PREMIUM 3,"Jl. Ciung No.12, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0811-225-690,,https://www.google.com/maps/place/Kost+FIRA+PREMIUM+3/data=!4m7!3m6!1s0x2e68e771256ef205:0x2de62cc7ab49851f!8m2!3d-6.8977164!4d107.6211996!16s%2Fg%2F11yd2kzfp5!19sChIJBfJuJXHnaC4RH4VJq8cs5i0?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Damai 2,"Jl. Sadang Saip No.17B, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0896-9900-0251,,https://www.google.com/maps/place/Kos+Damai+2/data=!4m7!3m6!1s0x2e68e7464e9c67d5:0x29f4f3448ae103d7!8m2!3d-6.8958728!4d107.6245233!16s%2Fg%2F11f7r6tv19!19sChIJ1WecTkbnaC4R1wPhikTz9Ck?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Ciung No 9,"Ciung No 9, Kelurahan Sadang Serang Kecamatan Coblong, Sadang Serang, Bandung, Kota Bandung, Jawa Barat 40133",,0811-9102-129,,https://www.google.com/maps/place/Ciung+No+9/data=!4m10!3m9!1s0x2e68e64d51da5ec9:0xea484411960aa0da!5m2!4m1!1i2!8m2!3d-6.8974439!4d107.6210397!16s%2Fg%2F11g190lwvt!19sChIJyV7aUU3maC4R2qAKlhFESOo?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Pria Tikukur 31,"4J3F+23C, Jl. Tikukur No.31, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0812-1450-564,,https://www.google.com/maps/place/Kos+Pria+Tikukur+31/data=!4m7!3m6!1s0x2e68e7003cfc3f31:0x609e43aef2ab5f40!8m2!3d-6.8974721!4d107.6226493!16s%2Fg%2F11x7wll98r!19sChIJMT_8PADnaC4RQF-r8q5DnmA?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kosan Palm Valley,"Jl. Cisitu Lama XI No.15, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0877-4354-8424,,https://www.google.com/maps/place/Kosan+Palm+Valley/data=!4m7!3m6!1s0x2e68e6fb9c7343ad:0x24e0bcc83d33a021!8m2!3d-6.8795222!4d107.6147469!16s%2Fg%2F11hcfh1p_0!19sChIJrUNznPvmaC4RIaAzPci84CQ?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost 18 Cisitu,"Jl. Cisitu Lama No.18 160C, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0813-1911-5393,,https://www.google.com/maps/place/Kost+18+Cisitu/data=!4m7!3m6!1s0x2e68e7f25a304587:0x5eee92ee2edcba3f!8m2!3d-6.8820303!4d107.611891!16s%2Fg%2F11l1y4vhj6!19sChIJh0UwWvLnaC4RP7rcLu6S7l4?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Bu Lina,"4J3F+9GH, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0838-2306-5900,,https://www.google.com/maps/place/Kost+Bu+Lina/data=!4m7!3m6!1s0x2e68e7e15de6bfd9:0xfe831c27be755300!8m2!3d-6.8965541!4d107.6238738!16s%2Fg%2F11kql5lxzp!19sChIJ2b_mXeHnaC4RAFN1viccg_4?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Stay in Blue (Kost Biru),"Jl. Cisitu Lama No.29c, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0812-2270-5947,,https://www.google.com/maps/place/Stay+in+Blue+%28Kost+Biru%29/data=!4m7!3m6!1s0x2e68e76e3154aab9:0xd1200edecfe85833!8m2!3d-6.8785359!4d107.6111463!16s%2Fg%2F11zgmchrg5!19sChIJuapUMW7naC4RM1joz94OINE?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Sekeloa,ITB Ganesha,Sekeloa Timur,"Jl. Sekeloa Timur Jl. Dipati Ukur No.49, RT.002/RW.003, Kel. Coblong, Kecamatan Coblong, Kota Bandung, Jawa Barat 40134",,0821-6587-2163,,https://www.google.com/maps/place/Sekeloa+Timur/data=!4m7!3m6!1s0x2e68e7a6b41b4453:0x9ed01f68848a3681!8m2!3d-6.8895204!4d107.6211907!16s%2Fg%2F11s5dpqm1p!19sChIJU0QbtKbnaC4RgTaKhGgf0J4?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Dago / Dipatiukur,ITB Ganesha,Kost Muslimah Jhovy,"Jl. Bangbayang No.27D, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0818-0702-0735,,https://www.google.com/maps/place/Kost+Muslimah+Jhovy/data=!4m7!3m6!1s0x2e68e78e8fd2562f:0x85113b875dd3983f!8m2!3d-6.8798749!4d107.6181817!16s%2Fg%2F11nx1v74jp!19sChIJL1bSj47naC4RP5jTXYc7EYU?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Bukit Reuma No 34,"Gg. Bukit Reuma II No.34, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0856-9388-4153,,https://www.google.com/maps/place/Kost+Bukit+Reuma+No+34/data=!4m7!3m6!1s0x2e68e7023147f35d:0x3c1ae31e0c21a488!8m2!3d-6.8919161!4d107.6282918!16s%2Fg%2F11tf5l_7tq!19sChIJXfNHMQLnaC4RiKQhDB7jGjw?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Difan kos,"Jl. Sadang Saip No.40, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0877-6060-2666,,https://www.google.com/maps/place/Difan+kos/data=!4m7!3m6!1s0x2e68e73c04df90d1:0x2f4665bfbc55e295!8m2!3d-6.8947089!4d107.624134!16s%2Fg%2F11njljgsqz!19sChIJ0ZDfBDznaC4RleJVvL9lRi8?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Sukajadi / Pasteur,ITB Ganesha,Kost Favorite (0838-3190-0015),"Jl. Prof. drg. Soeria Soemantri No.63A, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164",,0878-2147-7828,,https://www.google.com/maps/place/Kost+Favorite+%280838-3190-0015%29/data=!4m7!3m6!1s0x2e68e6873cb86291:0xe333aefd15fc722c!8m2!3d-6.8862203!4d107.5812121!16s%2Fg%2F11c4b3bzfd!19sChIJkWK4PIfmaC4RLHL8Ff2uM-M?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Hj. Dudu,"Gg. 3 No.4, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0822-4685-0712,,https://www.google.com/maps/place/Kost+Hj.+Dudu/data=!4m7!3m6!1s0x2e68e73448b12915:0x118eba2620d2e172!8m2!3d-6.8946254!4d107.6196703!16s%2Fg%2F11mg09j0xn!19sChIJFSmxSDTnaC4RcuHSICa6jhE?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Bandung (Lainnya),ITB Ganesha,Kos Putri MY9,"Jl. Maulana Yusuf No.9, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115",,0813-2028-5528,,https://www.google.com/maps/place/Kos+Putri+MY9/data=!4m7!3m6!1s0x2e68e64edca4fd2d:0x2522a91354c27c69!8m2!3d-6.9016887!4d107.6133119!16s%2Fg%2F11c30qz6nq!19sChIJLf2k3E7maC4RaXzCVBOpIiU?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,KOST AGRA TITIRAN,"Jl. Titiran No.28, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,,https://resortid.click/kost-agra-titiran-z1efyk,https://www.google.com/maps/place/KOST+AGRA+TITIRAN/data=!4m7!3m6!1s0x2e68e7b985177a9d:0x39c0ad965499616b!8m2!3d-6.895407!4d107.6196611!16s%2Fg%2F11nmt3wnw7!19sChIJnXoXhbnnaC4Ra2GZVJatwDk?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,KOS PINK COBLONG,"No.1 - D, Jl. Haur Pancuh, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0822-2000-3429,,https://www.google.com/maps/place/KOS+PINK+COBLONG/data=!4m7!3m6!1s0x2e68e7924109ed17:0x55b1a5227ee78d64!8m2!3d-6.8941386!4d107.6190574!16s%2Fg%2F11ydswx92g!19sChIJF-0JQZLnaC4RZI3nfiKlsVU?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Dago / Dipatiukur,ITB Ganesha,Kost putri maya dago,"Jl. Dago No.296, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0896-4635-2311,,https://www.google.com/maps/place/Kost+putri+maya+dago/data=!4m7!3m6!1s0x2e68e7189959b933:0x6e8038d2b8e1aa99!8m2!3d-6.8800914!4d107.6169258!16s%2Fg%2F11fr3mxdfg!19sChIJM7lZmRjnaC4RmarhuNI4gG4?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kosan Asyakur,"Jl. Pasirkaliki reuma no. 19, RT.08/RW.19, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0822-1739-6966,,https://www.google.com/maps/place/Kosan+Asyakur/data=!4m7!3m6!1s0x2e68e70036a2552d:0x43686c780c0817c6!8m2!3d-6.8913295!4d107.6275827!16s%2Fg%2F11ym_j_wtz!19sChIJLVWiNgDnaC4RxhcIDHhsaEM?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Dago / Dipatiukur,ITB Ganesha,Kost Putri Dago,"Jl. Ir. H. Juanda No.291, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0856-2400-0208,,https://www.google.com/maps/place/Kost+Putri+Dago/data=!4m7!3m6!1s0x2e68e6fc95d0142d:0xa352f5cee1b6723!8m2!3d-6.8778636!4d107.6167962!16s%2Fg%2F11f4pnwmnq!19sChIJLRTQlfzmaC4RI2cb7lwvNQo?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Bandung (Lainnya),ITB Ganesha,Kos Ganesha,"3HXW+6MR, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",,0822-1878-3982,,https://www.google.com/maps/place/Kos+Ganesha/data=!4m7!3m6!1s0x2e68e7006d62dbef:0xd2df78c4f80c620c!8m2!3d-6.9019267!4d107.5967905!16s%2Fg%2F11w_nb8sv2!19sChIJ79tibQDnaC4RDGIM-MR439I?authuser=0&hl=id&rclk=1,,
kost dekat ITB Ganesha,Dago / Dipatiukur,ITB Ganesha,Kostan Putera.,"Jalan Ir. H. Juanda Gang, Jl. Babakan Muncang Kidul No.28, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0813-2175-3097,,https://www.google.com/maps/place/Kostan+Putera./data=!4m7!3m6!1s0x2e68e6fb88aa30c1:0x337bd592bf298467!8m2!3d-6.8797549!4d107.6154879!16s%2Fg%2F11cjp6l1t6!19sChIJwTCqiPvmaC4RZ4Qpv5LVezM?authuser=0&hl=id&rclk=1,,
kos Sadang Serang Bandung,Sadang Serang,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,PONDOK RIDHANTI,"Jl. Puyuh Dalam No.81, Sadang Serang, Kecamatan Coblong, Kota Bandung, Jawa Barat 40133",,0822-1833-9554,,https://www.google.com/maps/place/PONDOK+RIDHANTI/data=!4m7!3m6!1s0x2e68e727b92d3d6b:0x7eaa3d4645555738!8m2!3d-6.8962223!4d107.6237806!16s%2Fg%2F11h4ydnd4n!19sChIJaz0tuSfnaC4ROFdVRUY9qn4?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kos Pak Suherwan,"Gg. Cisitu Lama VII No.31/154b, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0812-7451-6666,,https://www.google.com/maps/place/Kos+Pak+Suherwan/data=!4m7!3m6!1s0x2e68e6fbb25dd091:0x56eb1841f357cafb!8m2!3d-6.879931!4d107.612864!16s%2Fg%2F11f10dn2nh!19sChIJkdBdsvvmaC4R-8pX80EY61Y?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,KOST CISITU NUNENASZ,"Jl. Cisitu Lama No.19a/160c, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0812-1451-8008,,https://www.google.com/maps/place/KOST+CISITU+NUNENASZ/data=!4m7!3m6!1s0x2e68e70960e9eb47:0x3280669bbb589244!8m2!3d-6.8777447!4d107.6116002!16s%2Fg%2F11y79hh2h1!19sChIJR-vpYAnnaC4RRJJYu5tmgDI?authuser=0&hl=id&rclk=1,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,"Kost CST-9 Dago, Bandung","Jl. Cisitu Indah Baru No.9, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",,0858-6000-5928,,"https://www.google.com/maps/place/Kost+CST-9+Dago,+Bandung/data=!4m7!3m6!1s0x2e68e6fadc6c2e37:0x39947eeabf2b0548!8m2!3d-6.8776238!4d107.6122231!16s%2Fg%2F11c0w4ry42!19sChIJNy5s3PrmaC4RSAUrv-p-lDk?authuser=0&hl=id&rclk=1",,
