title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,url,categoryName,
Rumah Kost Kelinci,4.2,45,Jl. Kelinci No.11,Bandung City,West Java,ID,http://rumahkostkelinci.blogspot.com/,+62 877-2208-0869,Boarding house,Inn,Real estate agency,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Kelinci&query_place_id=ChIJ4RuzO8T1aS4R8fUArripD_w,Boarding house,
Kost Putra Putri Hasril No. 73,,,Jl. Babakan Ciamis No.73,Bandung City,West Java,ID,,+62 857-7030-8780,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Putri%20Hasril%20No.%2073&query_place_id=ChIJbZcZSQDnaC4Ry8t7-Urp0Sg,Housing complex,
Kost Palapa,4.5,4,Jl. Cikaso Barat No.44,Bandung City,West Java,ID,,+62 812-2057-276,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Palapa&query_place_id=ChIJudABK8HnaC4R-LPaY2rJCYI,Boarding house,
Kost (Putra) Birds House Residence,4.9,11,"Jl. Pesona Ciwastra Village No.56 BLOK H55, RT.08/RW.06",Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-birds-house-residence-tipe-a-rancasari-bandung-2,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20(Putra)%20Birds%20House%20Residence&query_place_id=ChIJC4nhS4DDaC4RW1fmym1uaGg,Boarding house,
Kost Abu - Abu,4.3,8,3M69+JQH,Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Abu%20-%20Abu&query_place_id=ChIJZwT-hKfCaC4R9HPt4y_xxMg,Lodge,
Kost AIKA Pria,4.4,23,Jl. Neptunus Timur,Bandung City,West Java,ID,,+62 812-2013-9111,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20AIKA%20Pria&query_place_id=ChIJDS1euyLoaC4RQeyG_GczPVQ,Extended stay hotel,
KOST.ON3 Residence,4.3,18,"Jl. Purawinata Gg. Icin No.1 3, RW.3",Bandung City,West Java,ID,,+62 822-1790-0608,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST.ON3%20Residence&query_place_id=ChIJ1xkDDS7naC4R4H9SeV1wI2U,Homestay,
Rumah Kost Jamrud 11 (Kost Pria),4.9,10,Jl. Jamrud Barat No.11,Bandung City,West Java,ID,,+62 811-8335-088,Lodge,Lodging,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Jamrud%2011%20(Kost%20Pria)&query_place_id=ChIJz4ErLUTdaC4RAYb2B0GwJFA,Lodge,
Kost Pondok Sejati,4.7,3,Gg. H. Kurdi No.1,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%20Sejati&query_place_id=ChIJ74QlXPjpaC4R169cxmdTToo,Homestay,
Kost Bu Osih I,4.8,6,"3M8R+RX5 belakang Apotek Fajar Abadi, Jl. Rumah Sakit, RT.02/RW.07",Bandung City,West Java,ID,,+62 851-7301-7606,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Osih%20I&query_place_id=ChIJlzqBjujDaC4RAI1OU1RKGDM,Homestay,
Kost gue Bdg,5,1,Jl. Karapitan No.83,Bandung City,West Java,ID,,,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20gue%20Bdg&query_place_id=ChIJyQRAMcbpaC4RtqLCm5Us8OI,Lodging,
Fazza Kost Putra,,,Jl. Siti Munigar No.54 22e,Bandung City,West Java,ID,,,Motel,,,,,,,https://www.google.com/maps/search/?api=1&query=Fazza%20Kost%20Putra&query_place_id=ChIJd6MvDQDpaC4RAeNmPiNomhI,Motel,
Kost Pria dan Wanita,4.8,15,Jl. Batu Indah I No.13,Bandung City,West Java,ID,,+62 22 70687419,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pria%20dan%20Wanita&query_place_id=ChIJUYeTNUPoaC4RV1YTly544J0,Lodging,
KOST PUTRA/PUTRI,4.5,2,Jl. Riung Saluyu Jl. Raya Derwati No.36,Bandung City,West Java,ID,,,Log cabins,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRA%2FPUTRI&query_place_id=ChIJD4lVLMvDaC4RPlXxVWfWKNs,Log cabins,
Kosan Putra Murah Bandung,5,5,Jl. Babakan Priangan IV No.127,Bandung City,West Java,ID,,+62 812-2222-0054,Commercial real estate agency,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putra%20Murah%20Bandung&query_place_id=ChIJldghvozoaC4RYRkR_5PJi9s,Commercial real estate agency,
Kost Kebon Manggu 20,5,4,Jl. Kebon Manggu No.20,Bandung City,West Java,ID,,+62 821-1574-1144,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Kebon%20Manggu%2020&query_place_id=ChIJHSuj7djnaC4R3U3_LD0SIe8,Boarding house,
Kost Pondok Citra,4.6,5,"3J7V+75P, Gg. Kb. Kangkung IX",Bandung City,West Java,ID,,+62 821-3623-2525,Extended stay hotel,Homestay,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%20Citra&query_place_id=ChIJvcYdDYTpaC4RCyJBNAysG0s,Extended stay hotel,
Diction Kost Kote 32,4.1,34,Jl. Cibadak Gg. Kote No.32B,Bandung City,West Java,ID,,+62 823-1995-2066,Capsule hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Diction%20Kost%20Kote%2032&query_place_id=ChIJDU-9fWznaC4RYZIkqoRRztU,Capsule hotel,
Kost Ibu Widi Karapitan,4.3,6,Gg. Karapitan II,Bandung City,West Java,ID,,+62 812-9380-0428,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Widi%20Karapitan&query_place_id=ChIJOd5YpbznaC4RD4Naj7a3qP8,Boarding house,
Kost Putra Bumi Rejeki,,,Jl. Srirejeki No.321/103,Bandung City,West Java,ID,,+62 877-6592-6816,Gated community,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Bumi%20Rejeki&query_place_id=ChIJB1e8bADpaC4Rl0ovLsFKTZo,Gated community,
Kost Haji Sobur,4.5,55,Jl. Jupiter Sel. 13 No.90-B,Bandung City,West Java,ID,,+62 855-2456-4579,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Haji%20Sobur&query_place_id=ChIJ18gi693paC4R8QVNDeETpNo,Hotel,
Kos Ibu Oom,5,4,Jl. Cidurian Selatan No.10,Bandung City,West Java,ID,,+62 852-0419-2888,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Ibu%20Oom&query_place_id=ChIJy3NmO93paC4RKF076Cm4SrM,Hotel,
Kos SKJT 17,4.5,22,Jl. Sekejati 3 No.17,Bandung City,West Java,ID,,+62 813-2228-2946,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20SKJT%2017&query_place_id=ChIJK6W49oLpaC4RAXi6rfAYfiY,Extended stay hotel,
Rumah Kost Blessing,5,3,Gg. Melong Kidul Ⅲ No.97 Blok 36D,Bandung City,West Java,ID,,+62 819-7341-4923,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Blessing&query_place_id=ChIJ4a28KarpaC4RoJFasVokfFk,Homestay,
Kost Bu Neni,5,1,Jl. Rumah Sakit No.rt 04,Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Neni&query_place_id=ChIJ337xrMTdaC4Rojn-XFeyYcU,Hotel,
VISKA KOST,4.6,14,Jl. Sekejati 3 No.19,Bandung City,West Java,ID,,+62 822-1677-3013,Boarding house,Lodging,,,,,,https://www.google.com/maps/search/?api=1&query=VISKA%20KOST&query_place_id=ChIJje2OUbHpaC4RgykhWloO7Go,Boarding house,
LuXeeta Kost,5,23,Jl. Boncenang No.4,Bandung City,West Java,ID,,+62 898-8880-887,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=LuXeeta%20Kost&query_place_id=ChIJ0cQKUy_paC4Ri0WRY64i4VI,Boarding house,
Kost Bapak Yoppi,,,"toko rifky, Jl. Rumah Sakit Gang samping No.163",Bandung City,West Java,ID,,+62 822-9541-6476,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bapak%20Yoppi&query_place_id=ChIJI9L_8H3DaC4RobYm-oLaz08,Homestay,
Kost Yellow Cipandan Bandung,5,3,Jl. Cipandan No.45,Bandung City,West Java,ID,,+62 813-1220-2438,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Yellow%20Cipandan%20Bandung&query_place_id=ChIJ4_IDwj7naC4RavqR8L8GLoQ,Extended stay hotel,
Kos Tulip 1 Bandung Cicendo,3.8,15,Gg. Sukasari No.30,Bandung City,West Java,ID,,+62 821-1888-8835,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Tulip%201%20Bandung%20Cicendo&query_place_id=ChIJaf1_4E3naC4RSeF-Ouni2ks,Homestay,
Gemilang Kost,5,3,Jl. Kotabaru VI No.7,Bandung City,West Java,ID,,+62 812-2403-4353,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Gemilang%20Kost&query_place_id=ChIJx_QV88bpaC4RHNLGSPQdR9Q,Boarding house,
Kosan Putri Pak Ibrahim (350 ribu) dan kost campur (500+ ribu),,,"Jl. Semar No.59 A, RT.004/RW.005",Bandung City,West Java,ID,,+62 857-2191-6637,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putri%20Pak%20Ibrahim%20(350%20ribu)%20dan%20kost%20campur%20(500%2B%20ribu)&query_place_id=ChIJIRVgz1rnaC4REOt-LJIF3sY,Lodge,
Kost 118. Harga 600k/bulan,4.8,8,"Jl cijagra 1 Gg. IV No.118/206, RT.07/RW.02",Bandung City,West Java,ID,,+62 821-1095-5317,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20118.%20Harga%20600k%2Fbulan&query_place_id=ChIJ7YBv-6HpaC4RpJg0DVeS1lQ,Boarding house,
Kost Omah Ceria,4.8,59,Gg. Sura,Bandung City,West Java,ID,,+62 813-1322-7740,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Omah%20Ceria&query_place_id=ChIJFcpnrbLpaC4RaXcK-F3CswI,Homestay,
Kost Amerta,4.8,21,Jl. Ciparay No.233,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Amerta&query_place_id=ChIJ8bL0vkjoaC4RDGS4Nn7ms1o,Boarding house,
Kost salsabila,5,3,Gg. Leghorn No.143,Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20salsabila&query_place_id=ChIJDV8AseTnaC4RENgK89OtBn8,Hostel,
Kost Situsari Wetan 37A,4.8,14,Jl. Situsari Wetan No.37a,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Situsari%20Wetan%2037A&query_place_id=ChIJOS4bVADpaC4RrZQUS84Sv9g,Boarding house,
Kostan Putra Ibu Yanti,4.5,12,No Jl. Kurdi Tim. No.17,Bandung City,West Java,ID,,+62 881-0223-75153,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kostan%20Putra%20Ibu%20Yanti&query_place_id=ChIJB-7bgpPoaC4RBmK-fqtf7qA,Lodging,
Rumah Kost Samudra Indah Bandung,4.4,44,Jl. Moch Fatah No.7,Bandung City,West Java,ID,,+62 822-4001-8889,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Samudra%20Indah%20Bandung&query_place_id=ChIJoWx55_nlaC4RCBAiXkP3rbI,Boarding house,
Kost Mattha Putra Assalam Paledang (kost pria),3.9,10,Jl. Paledang No.37,Bandung City,West Java,ID,,+62 817-7547-5230,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Mattha%20Putra%20Assalam%20Paledang%20(kost%20pria)&query_place_id=ChIJG3dJENzlaC4RDveTNAHp_Po,Lodge,
Tyafarina Kost (TRANSAKSI DI TEMPAT),4.7,42,"Tyafarina Kost, Jl. Pasundan Gg Wirabrata No.121/18A",Bandung City,West Java,ID,,+62 852-2185-3142,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Tyafarina%20Kost%20(TRANSAKSI%20DI%20TEMPAT)&query_place_id=ChIJbYnUk8vnaC4R88HQrMl7WI8,Extended stay hotel,
Kost Mami Nova,4.8,13,"Jl. Babakan Sari No.70 B, RT.001/RW.008",Bandung City,West Java,ID,,+62 821-9922-3365,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Mami%20Nova&query_place_id=ChIJ675ZEcbnaC4RCq7LbnCKqxY,Hotel,
Kost Rabit 15,4.3,8,Jl. Rks. Bitung No.15,Bandung City,West Java,ID,,+62 812-2377-4659,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Rabit%2015&query_place_id=ChIJ48N53i7naC4RtLmvsJ1nCC4,Lodge,
Kost Makmur,5,9,Jl. Batu Indah VI No.36 A,Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Makmur&query_place_id=ChIJmdpxGgDpaC4Ru8tpFeA0SRE,Hotel,
Kostan Fans House (MERAH),4.3,27,Gg. Tegallega No.39,Bandung City,West Java,ID,,,Extended stay hotel,Lodge,,,,,,https://www.google.com/maps/search/?api=1&query=Kostan%20Fans%20House%20(MERAH)&query_place_id=ChIJ8RTY6bHpaC4RAmm1QKNjJjE,Extended stay hotel,
Wisma Anugerah,4.8,10,Gg. Antabaru I No.5,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Wisma%20Anugerah&query_place_id=ChIJmxEfK1HpaC4Rg3-yhTn1jTM,Boarding house,
Bu mega kost ka,4.5,14,Jl. Kacapiring No.62/122,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Bu%20mega%20kost%20ka&query_place_id=ChIJWUAysa_naC4Rl_PfU315aDY,Homestay,
Kost pak atep RT,4.2,6,Jl. Embah Malim No.12,Bandung City,West Java,ID,,,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20pak%20atep%20RT&query_place_id=ChIJda69qCLnaC4R--Exp--C01E,Lodging,
Kost Lombok,3.5,4,Jl. Mataram No.32A,Bandung City,West Java,ID,,+62 811-2002-126,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Lombok&query_place_id=ChIJI6tEz9LnaC4RrPf6WxKwCT0,Homestay,
Nesya Kost,3.9,21,Jl. H. Mesri Jl. Moch. Yunus 182-6B,Bandung City,West Java,ID,,+62 852-1213-3538,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Nesya%20Kost&query_place_id=ChIJp633Pg3naC4R312JScRsJGA,Homestay,
SR Kost 71,4.2,25,Jl. Terusan Buah Batu Gg. Kujang III No.71,Bandung City,West Java,ID,,+62 859-7471-4751,Lodge,Motel,,,,,,https://www.google.com/maps/search/?api=1&query=SR%20Kost%2071&query_place_id=ChIJpy3z4G3paC4Rhgj0ykna5h0,Lodge,
Kost Deme,4.7,6,,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-deme-7b-cibangkong-batununggal-bandung,+62 817-0607-087,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Deme&query_place_id=ChIJZ2QGGUnnaC4Rba3lBS8LfsM,Boarding house,
Kost Pulangkekosan,4.4,17,"Jl. Cibangkong No.85 120, RW.Rt7 Rw6",Bandung City,West Java,ID,,+62 813-1795-9527,Lodge,Lodging,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pulangkekosan&query_place_id=ChIJecNOwdrnaC4RkuKyZmqT2DA,Lodge,
Kost asri,5,2,Jl. Suryalaya Tengah No.2,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20asri&query_place_id=ChIJNRzpT3rpaC4RxIQsMT1eCUQ,Homestay,
Rumah Kost Ene,4.7,21,Jl. Terusan Sawah Kurung IV No.278,Bandung City,West Java,ID,,,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Ene&query_place_id=ChIJs_a6KbPpaC4RZACzSk2t2Dg,Extended stay hotel,
kost GHF,5,5,Jl. Pangarang No.34,Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20GHF&query_place_id=ChIJVy9M-TDnaC4RsHeV8RDXipI,Hotel,
Kost Teh Renny,3.6,20,gang baba tata,Bandung City,West Java,ID,,,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Teh%20Renny&query_place_id=ChIJ4YbfiZjoaC4ReFSwVdIYnxo,Guest house,
Kost Hati Damai,,,Jl. Burangrang Dalam No.32,Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-burangrang-dalam-lengkong-bandung,+62 815-7302-6904,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Hati%20Damai&query_place_id=ChIJ8Zj7DZDnaC4RdH547vhX5Cc,Homestay,
Kost Djoko Cukang Jati,4.5,32,Jl. Cukang Jati No.8/116,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Djoko%20Cukang%20Jati&query_place_id=ChIJuzqwaDnnaC4R_hJcr0-qlUE,Homestay,
Kost Ramli 14 A,5,4,Jl. Ramli No.14 A,Bandung City,West Java,ID,,+62 812-9239-739,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ramli%2014%20A&query_place_id=ChIJ-7AGZ0vnaC4RUZPJYDvtQCk,Lodging,
Kost Mamih iis (Kost Khusus Putri),5,9,Jl. Babakan Sari Gg. Temon No.22/135A,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-mamih-iis-kiaracondong-bandung,+62 822-4594-6258,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Mamih%20iis%20(Kost%20Khusus%20Putri)&query_place_id=ChIJZR5PQ9_naC4RnHjQLofwFfY,Boarding house,
Kosan mutiara,4.5,4,Jl. Mutiara I No.35,Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20mutiara&query_place_id=ChIJuVfuegrpaC4RUguE61Ibv_M,Lodge,
Kost Aileen,4.8,8,Jl. Sawah Kurung I No.31,Bandung City,West Java,ID,,,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Aileen&query_place_id=ChIJObSy1X3paC4RhkcKMb-JMwI,Lodging,
Kost Muslim,3,2,Jl. Cijawura Girang VI No.5,Bandung City,West Java,ID,,+62 22 61460247,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Muslim&query_place_id=ChIJ37lW2xXoaC4RtBR3OTynHhg,Hotel,
Kost Zada,4.8,5,Jl. Lele No.10,Bandung City,West Java,ID,,+62 878-3777-5118,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Zada&query_place_id=ChIJT2bKVQfpaC4R2P5ePpuxcAM,Boarding house,
Kost Ibu Lilis,4.4,9,Jl. Pamager sari No.5,Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-ibu-lilis-pamagersari-regol-bandung-,+62 838-2911-4855,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Lilis&query_place_id=ChIJKRs2uu7paC4RCC378HunLng,Guest house,
Kosan 47,3.7,29,"3JF6+HCF, Jl. Sasak Gantung",Bandung City,West Java,ID,,+62 822-0312-4567,Homeless shelter,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%2047&query_place_id=ChIJtx89ZijmaC4R0B6aoPvdXQE,Homeless shelter,
Kost Bu Ella Paledang,5,3,"3JF8+J9J, Gg. Sacawireja",Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Ella%20Paledang&query_place_id=ChIJcdzV-ZHnaC4RExEm9qGjqzI,Homestay,
KOST PASUNDAN 60 BANDUNG,3.6,12,Jl. Pasundan No.60,Bandung City,West Java,ID,,+62 851-7503-6496,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PASUNDAN%2060%20BANDUNG&query_place_id=ChIJyQBJOinpaC4RviILRi0UNsU,Hotel,
Kost kurdi,5,2,Jl. H. Kurdi 1 No.30,Bandung City,West Java,ID,,,Housing development,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20kurdi&query_place_id=ChIJDZA3ZADpaC4RVZwEvitCVWE,Housing development,
Kost Winarta,5,1,"Jl. Papanggungan No.15A, RW.09",Bandung City,West Java,ID,,,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Winarta&query_place_id=ChIJu0XTskvpaC4RpNaSoqSStSs,Guest house,
Kost Raflesia,5,1,Jl. Sekelimus XII No.9,Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Raflesia&query_place_id=ChIJF25ocVzpaC4R_lYpr02ztes,Lodge,
Kost pak Yayat,5,1,"Samping masjid Al ikwan, Gg. Mukalmi II No.58/86, RT.04/RW.03",Bandung City,West Java,ID,,+62 831-5104-6272,Costume rental service,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20pak%20Yayat&query_place_id=ChIJ3WTkeiTnaC4RfU7oP0cYQMY,Costume rental service,
Kost Suling,5,3,Jl. Suling No.9,Bandung City,West Java,ID,,+62 22 70491426,Indoor lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Suling&query_place_id=ChIJE5SQlnroaC4RIhlk9E1qHNc,Indoor lodging,
Kost Let's Stay Home,4.3,6,Jl. Pungkur No.235,Bandung City,West Java,ID,,+62 877-2070-24566,Housing development,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Let's%20Stay%20Home&query_place_id=ChIJ4fji6IXpaC4RPirhKLVAMzA,Housing development,
NEW MADAM KOST BANDUNG khusus mahasiswa/ i,5,7,Jl. Moch. Yunus No.16,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-madam-lenny-standart-cicendo-bandung-2,+62 823-1674-1124,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=NEW%20MADAM%20KOST%20BANDUNG%20khusus%20mahasiswa%2F%20i&query_place_id=ChIJfbt3DMHnaC4RxlYVtjXEAwE,Boarding house,
Teras One,4.5,8,"Jl. Moch. Toha Jl. Ciburuy No.30/31, RT.2/RW.06",Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-teras-one-regol-bandung-3,+62 822-9516-5953,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Teras%20One&query_place_id=ChIJwXy9L37paC4RiiSQMx6Oc3M,Hotel,
Uma Kost Griya Billa Sekeloa Bandung,5,3,Jl. Sadang Tengah I No.24,Bandung City,West Java,ID,https://www.rukita.co/place/uma-kost-griya-billa-sekeloa-bandung?utm_source=referral&utm_medium=GMB&utm_campaign=property&utm_content=uma-kost-griya-billa-sekeloa-bandung,+62 811-9008-7829,Serviced accommodation,,,,,,,https://www.google.com/maps/search/?api=1&query=Uma%20Kost%20Griya%20Billa%20Sekeloa%20Bandung&query_place_id=ChIJf0hnI_HnaC4RZYThqcipod4,Serviced accommodation,
Kost Megumi,5,1,Jl. Wartawan IV No.31a,Bandung City,West Java,ID,,,Apartment complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Megumi&query_place_id=ChIJ7bRZbwDpaC4RMiwdMfiYQeg,Apartment complex,
BBG Guesthouse - Kost Eksklusif Harian-Mingguan-Bulanan,4.3,92,Jl. Suryalaya No.31,Bandung City,West Java,ID,https://www.instagram.com/guesthousebbg/,+62 812-2001-2820,Boarding house,Guest house,Hotel,Homestay,,,,https://www.google.com/maps/search/?api=1&query=BBG%20Guesthouse%20-%20Kost%20Eksklusif%20Harian-Mingguan-Bulanan&query_place_id=ChIJ59GXi2HoaC4Rc37jQuF-KCM,Boarding house,
Kost kost putri,5,2,,Bandung City,West Java,ID,,+62 838-4031-3374,Cottage rental,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20kost%20putri&query_place_id=ChIJDzhDhJLnaC4RWJBdneMlcNs,Cottage rental,
Terima Kost,5,2,Jl. Saad No.18,Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Terima%20Kost&query_place_id=ChIJP6aPXS7maC4RGpfegwwMfiQ,Hotel,
Kost Mahasiswa Karyawan Kebon Bibit,4.2,22,Jl. Kb. Bibit Utara No.II,Bandung City,West Java,ID,,+62 838-2122-8967,Indoor lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Mahasiswa%20Karyawan%20Kebon%20Bibit&query_place_id=ChIJtSTO0VrmaC4RgFmngy3BxCY,Indoor lodging,
Female Daily & Monthly Dormitory House Bagusrangin 17B,4.3,64,Jl. Bagusrangin No.17b,Bandung City,West Java,ID,,+62 815-8588-0304,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Female%20Daily%20%26%20Monthly%20Dormitory%20House%20Bagusrangin%2017B&query_place_id=ChIJNXbNjU3maC4RJcI9n1AsSOA,Extended stay hotel,
Dapur Enak Sagalarasa,4.8,13,Gg. Senang Hati I No.2,Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Dapur%20Enak%20Sagalarasa&query_place_id=ChIJgdEw1YjnaC4RNT_wQq2JT3c,Lodge,
Kost Putri Haur Mekar E20,4.6,20,"Jl. Sadang Saip No.E20, RT.05/RW.01",Bandung City,West Java,ID,,+62 813-2281-8919,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Haur%20Mekar%20E20&query_place_id=ChIJi5DL0t_naC4R8EPbFahz6Lo,Extended stay hotel,
Rumah Kost Ibu Ayi,5,6,"Jl. Tamansari, Kostan ibu ayi, atas Gg. Karya Laksana No.63B/59, RT.02/RW.14",Bandung City,West Java,ID,,+62 819-1010-2242,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Ibu%20Ayi&query_place_id=ChIJv-tX8yTnaC4RmEqXbCBXTC0,Boarding house,
KOST PUTRI ANVAYA CIPAGANTI,5,2,Jl. DR. Slamet No.29,Bandung City,West Java,ID,,+62 813-2222-6080,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20ANVAYA%20CIPAGANTI&query_place_id=ChIJpx73LMDnaC4R69I04KIN3lI,Boarding house,
Kost 33,4.5,13,Jl. Kebun Binatang No.33,Bandung City,West Java,ID,,,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%2033&query_place_id=ChIJsekDO-7naC4RvKmPDNO4_xA,Lodging,
Qitt Kost ( Kost Putri ),5,3,"Komplek Bank BNI, Jl. Swadharma Jl. Terusan Buah Batu No.31",Bandung City,West Java,ID,,+62 812-2123-206,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Qitt%20Kost%20(%20Kost%20Putri%20)&query_place_id=ChIJK3cH9YRuNqIRj5-khJdq_3w,Guest house,
